date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:46:20	36760/36760	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2018%20Nov%202021%2007:49:03%20GMT	https://ergo.creativezeune.com/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-js/premium-addons.min.js?ver=4.6.1	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-js/premium-addons.min1c9b.js	(from https://ergo.creativezeune.com/)
15:46:20	12198/12198	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2018%20Nov%202021%2009:00:23%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://ergo.creativezeune.com/)
15:46:20	5629/5629	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2011%20Aug%202020%2020:20:08%20GMT	https://ergo.creativezeune.com/wp-includes/js/imagesloaded.min.js?ver=4.1.4	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-includes/js/imagesloaded.mineda1.js	(from https://ergo.creativezeune.com/)
15:46:21	60374/60374	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2018%20Nov%202021%2007:49:03%20GMT	https://ergo.creativezeune.com/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-js/isotope.min.js?ver=4.6.1	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-js/isotope.min1c9b.js	(from https://ergo.creativezeune.com/)
15:46:21	42894/42894	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2018%20Nov%202021%2007:49:03%20GMT	https://ergo.creativezeune.com/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-js/slick.min.js?ver=4.6.1	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/premium-addons-for-elementor/assets/frontend/min-js/slick.min1c9b.js	(from https://ergo.creativezeune.com/)
15:46:21	5522/5522	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2023%20Feb%202021%2002:07:25%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.1.0	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min324d.js	(from https://ergo.creativezeune.com/)
15:46:22	4879/4879	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2018%20Nov%202021%2009:00:45%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.4.8	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/js/webpack.runtime.minb045.js	(from https://ergo.creativezeune.com/)
15:46:22	14002/14002	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2018%20Nov%202021%2009:00:43%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.4.8	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/js/frontend-modules.minb045.js	(from https://ergo.creativezeune.com/)
15:46:22	6595/6595	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2023%20Feb%202021%2002:07:25%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.1.0	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min324d.js	(from https://ergo.creativezeune.com/)
15:46:23	56632/56632	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2023%20Feb%202021%2002:07:25%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.1.0	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor-pro/assets/js/frontend.min324d.js	(from https://ergo.creativezeune.com/)
15:46:23	2578/2578	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2018%20Nov%202021%2009:00:23%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.min.js?ver=3.4.8	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/share-link/share-link.minb045.js	(from https://ergo.creativezeune.com/)
15:46:24	10863/10863	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2018%20Nov%202021%2009:00:29%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.min.js?ver=4.8.1	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/dialog/dialog.mina288.js	(from https://ergo.creativezeune.com/)
15:46:24	139153/139153	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2018%20Nov%202021%2009:00:30%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/swiper/swiper.min48f5.js	(from https://ergo.creativezeune.com/)
15:46:25	36629/36629	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2018%20Nov%202021%2009:00:43%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.4.8	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/js/frontend.minb045.js	(from https://ergo.creativezeune.com/)
15:46:25	810/810	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2018%20Nov%202021%2007:33:20%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.js?ver=2.4.0	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle8d5a.js	(from https://ergo.creativezeune.com/)
15:46:26	14778/14778	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2018%20Nov%202021%2007:33:20%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor.js?ver=2.4.0	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor8d5a.js	(from https://ergo.creativezeune.com/)
15:46:26	155458/155458	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2023%20Feb%202021%2002:07:25%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor-pro/assets/js/preloaded-elements-handlers.min.js?ver=3.1.0	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor-pro/assets/js/preloaded-elements-handlers.min324d.js	(from https://ergo.creativezeune.com/)
15:46:26	32274/32274	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2018%20Nov%202021%2009:00:45%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/js/preloaded-modules.min.js?ver=3.4.8	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/js/preloaded-modules.minb045.js	(from https://ergo.creativezeune.com/)
15:46:26	754/754	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2018%20Nov%202021%2008:41:34%20GMT	https://ergo.creativezeune.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.7.1.1	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.mind7e2.js	(from https://ergo.creativezeune.com/)
15:46:28	25/25	---M--	200	added ('OK')	text/plain	etag:%227f564a4-19-3ef0a6a1b08c0%22	http://gmpg.org/robots.txt		(from https://ergo.creativezeune.com/)
15:46:28	8970/8970	---MCZ	200	added ('OK')	application/javascript	etag:W/%226197c5cf-3508%22	https://stats.wp.com/e-202206.js	C:/My%20Web%20Sites/pi4/stats.wp.com/e-202206.js	(from https://ergo.creativezeune.com/)
15:46:28	2067/2067	---M-Z	200	added ('OK')	text/css	etag:%2264e18331-813-3ef0a663b3680-gzip%22	http://gmpg.org/xfn/default.css	C:/My%20Web%20Sites/pi4/gmpg.org/xfn/default.css	(from http://gmpg.org/xfn/11)
15:46:28	16269/16269	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Feb%202022%2014:46:28%20GMT	http://gmpg.org/xfn/intro	C:/My%20Web%20Sites/pi4/gmpg.org/xfn/intro.html	(from http://gmpg.org/xfn/11)
15:46:28	7342/7342	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Feb%202022%2014:46:28%20GMT	http://gmpg.org/xfn/faq	C:/My%20Web%20Sites/pi4/gmpg.org/xfn/faq.html	(from http://gmpg.org/xfn/11)
15:46:29	3789/3789	---M-Z	200	added ('OK')	text/html	date:Wed,%2009%20Feb%202022%2014:46:28%20GMT	http://gmpg.org/xfn/thanks	C:/My%20Web%20Sites/pi4/gmpg.org/xfn/thanks.html	(from http://gmpg.org/xfn/11)
15:46:29	58/58	---M--	200	added ('OK')	text/plain	etag:%2255a41d8c-3a%22	http://stats.wp.com/robots.txt		(from https://ergo.creativezeune.com/)
15:46:29	24/24	---MC-	200	added ('OK')	text/plain	date:Wed,%2009%20Feb%202022%2014:46:29%20GMT	http://s.w.org/robots.txt		(from https://ergo.creativezeune.com/)
15:46:30	4598/4598	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2030%20Jan%202019%2015:57:24%20GMT	https://ergo.creativezeune.com/wp-includes/js/mediaelement/mejs-controls.svg	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-includes/js/mediaelement/mejs-controls.svg	(from https://ergo.creativezeune.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.16)
15:46:30	1676/1676	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2018%20Nov%202021%2007:54:54%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/fonts/star.eot	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/fonts/star.eot	(from https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=5.9.0)
15:46:30	1676/1676	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2018%20Nov%202021%2007:54:54%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/fonts/star.eot?	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/fonts/stard41d.eot	(from https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=5.9.0)
15:46:31	1304/1304	---M--	200	added ('OK')	font/woff	date:Thu,%2018%20Nov%202021%2007:54:54%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/fonts/star.woff	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/fonts/star.woff	(from https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=5.9.0)
15:46:31	1512/1512	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2018%20Nov%202021%2007:54:54%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/fonts/star.ttf	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/fonts/star.ttf	(from https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=5.9.0)
15:46:31	929/929	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Nov%202021%2007:54:54%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/fonts/star.svg	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/fonts/star.svg	(from https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=5.9.0)
15:46:32	14280/14280	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2018%20Nov%202021%2007:54:54%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot	(from https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=5.9.0)
15:46:32	14280/14280	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2018%20Nov%202021%2007:54:54%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.eot?	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerced41d.eot	(from https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=5.9.0)
15:46:33	14176/14176	---M--	200	added ('OK')	font/woff	date:Thu,%2018%20Nov%202021%2007:54:54%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.woff	(from https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=5.9.0)
15:46:33	14100/14100	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2018%20Nov%202021%2007:54:54%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.ttf	(from https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=5.9.0)
15:46:33	46770/46770	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Nov%202021%2007:54:54%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.svg	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/fonts/WooCommerce.svg	(from https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=5.9.0)
15:46:34	158/158	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Nov%202021%2007:54:54%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/images/icons/loader.svg	(from https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=5.9.0)
15:46:34	1359/1359	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Nov%202021%2007:54:54%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/visa.svg	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/visa.svg	(from https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=5.9.0)
15:46:34	4634/4634	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Nov%202021%2007:54:54%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/mastercard.svg	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/mastercard.svg	(from https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=5.9.0)
15:46:35	3110/3110	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Nov%202021%2007:54:53%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/laser.svg	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/laser.svg	(from https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=5.9.0)
15:46:35	804/804	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Nov%202021%2007:54:53%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/diners.svg	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/diners.svg	(from https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=5.9.0)
15:46:35	6797/6797	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Nov%202021%2007:54:53%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/maestro.svg	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/maestro.svg	(from https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=5.9.0)
15:46:36	2800/2800	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Nov%202021%2007:54:54%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/jcb.svg	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/jcb.svg	(from https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=5.9.0)
15:46:36	4662/4662	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Nov%202021%2007:54:53%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/amex.svg	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/amex.svg	(from https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=5.9.0)
15:46:36	2185/2185	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Nov%202021%2007:54:54%20GMT	https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/discover.svg	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/images/icons/credit-cards/discover.svg	(from https://ergo.creativezeune.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=5.9.0)
15:46:38	91472/91472	---M--	200	added ('OK')	font/woff2	date:Thu,%2018%20Nov%202021%2009:00:30%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.13.0	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc387.woff2	(from https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0)
15:46:39	208060/208060	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2018%20Nov%202021%2009:00:30%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.13.0	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc387.eot	(from https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0)
15:46:40	112104/112104	---M--	200	added ('OK')	font/woff	date:Thu,%2018%20Nov%202021%2009:00:30%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.13.0	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc387.woff	(from https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0)
15:46:40	207900/207900	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2018%20Nov%202021%2009:00:30%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.13.0	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc387.ttf	(from https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0)
15:46:41	313411/313411	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Nov%202021%2009:00:30%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.13.0	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc387.svg	(from https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.13.0)
15:46:41	602/602	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Nov%202021%2008:41:27%20GMT	https://ergo.creativezeune.com/wp-content/plugins/wpforms-lite/assets/images/times-solid-white.svg	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/wpforms-lite/assets/images/times-solid-white.svg	(from https://ergo.creativezeune.com/wp-content/plugins/wpforms-lite/assets/css/wpforms-full.min.css?ver=1.7.1.1)
15:46:42	134346/134346	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2018%20Nov%202021%2009:00:29%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.6.1)
15:46:42	134346/134346	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2018%20Nov%202021%2009:00:29%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.6.1)
15:46:43	90060/90060	---M--	200	added ('OK')	font/woff	date:Thu,%2018%20Nov%202021%2009:00:28%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.6.1)
15:46:43	76764/76764	---M--	200	added ('OK')	font/woff2	date:Thu,%2018%20Nov%202021%2009:00:28%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.6.1)
15:46:43	134040/134040	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2018%20Nov%202021%2009:00:27%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.6.1)
15:46:44	747545/747545	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Nov%202021%2009:00:29%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.6.1)
15:46:44	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2018%20Nov%202021%2009:00:28%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.6.1)
15:46:44	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2018%20Nov%202021%2009:00:28%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.6.1)
15:46:44	13276/13276	---M--	200	added ('OK')	font/woff2	date:Thu,%2018%20Nov%202021%2009:00:29%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.6.1)
15:46:45	16276/16276	---M--	200	added ('OK')	font/woff	date:Thu,%2018%20Nov%202021%2009:00:29%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.6.1)
15:46:45	33736/33736	---M-Z	200	added ('OK')	font/ttf	date:Thu,%2018%20Nov%202021%2009:00:29%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.6.1)
15:46:45	144714/144714	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2018%20Nov%202021%2009:00:28%20GMT	https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/pi4/ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from https://ergo.creativezeune.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=4.6.1)
